name,email
"PKMM HSS,EDARIKKODE,MALAPPURAM Phone No: 04832751925 Email ID: pkmmhssedarikode2@gmail.com","pkmmhssedarikode2@gmail.com"
"SSM HSS, THEYYALINKAL, MALAPPURAM Phone No: 0494-2440224 Email ID: principal11063@gmail.comcom","principal11063@gmail.comcom"
"VPK MM HSS,PUTHUR,PALLIKKAL,MALAPPURAM Phone No: 04942400489 Email ID: vpkmmhss1976@gmail.com","vpkmmhss1976@gmail.com"
"CATHOLICATE HSS,POTHUKAL,MALAPPURAM Phone No: 04931241776 Email ID: chss11065@gmail.com","chss11065@gmail.com"
"VHM HSS,MORAYOOR,MALAPPURAM Phone No: 8606003747 Email ID: vhmprincipal@gmail.com","vhmprincipal@gmail.com"
"BROTHER S HSS,MAVANDIYOOR, EDAYUR NORTH (P.O),MALAPPURAM Phone No: 9446157334 Email ID: mail4bhss@gmail.com","mail4bhss@gmail.com"
"BYK VHSS,VALAVANNUR,MALAPPURAM Phone No: 04942546031 Email ID: principalbykvhss@rediffmail.com","principalbykvhss@rediffmail.com"
"ST GEMMA S GIRLS HSS,MALAPPUARM Phone No: 04832731054 Email ID: stgemmasghss@gmail.com","stgemmasghss@gmail.com"
"MSP HSS,MALAPPURAM,MALAPPURAM Phone No: 04832736234 Email ID: malappurammsphss@gmail.com","malappurammsphss@gmail.com"
"PANTHALLOOR HSS,KADAMBODE, MANJERI MALAPPURAM Phone No: 9446996650 Email ID: phssmlp@gmail.com","phssmlp@gmail.com"
"MES HSS,PONNANI SOUTH,MALAPPURAM Phone No: 0494-2666087 Email ID: 11072meshssponnani@gmail.com","11072meshssponnani@gmail.com"
"MES HSS,MAMPAD,MALAPPURAM Phone No: 04931201641 Email ID: meshssmampad11073@gmail.com","meshssmampad11073@gmail.com"
"MARTHOMA HSS,CHUNGATHARA,MALAPPURAM Phone No: 04931-231764 Email ID: mthss11074@gmail.com","mthss11074@gmail.com"
"D.H.R.HSS FOR WOMEN, KANDANAKOM, KALADI ,EDAPPAL, MALAPPURAM Phone No: 0494-2699067 Email ID: dhrghss.kandanakam@gmail.com","dhrghss.kandanakam@gmail.com"
"A.R.HSS FOR GIRLS, PAVITTAPURAM, MALAPPURAM Phone No: 04942656200 Email ID: arhsspavittappuram@gmail.com","arhsspavittappuram@gmail.com"
"J.S.R.HSS FOR GIRLS, VETTEKODE, MANJERI, MALAPPURAM Phone No: 04832760503 Email ID: jsrhss11077manjeri@gmail.com","jsrhss11077manjeri@gmail.com"
"E.M.O.R.GIRLS HSS, PALAD,MALAPPURAM Phone No: 04931276170 Email ID: emorghss@gmail.com","emorghss@gmail.com"
"J.N.R. HSS, EDAVANNA, SALAH NAGAR, MALAPPURAM Phone No: 8129501530 Email ID: jnrhss@gmail.com","jnrhss@gmail.com"
"TECHNICAL HSS, VATTAMKULAM, MALAPPURAM, 679576 Phone No: 8547005012 Email ID: thssvk@gmail.com","thssvk@gmail.com"
"TECHNICAL HSS, VAZHAKKAD, MALAPPURAM, 673640 Phone No: 04832725215 Email ID: mthssvazhakkad@gmail.com","mthssvazhakkad@gmail.com"
"THSS, PERINTALMANNA, ANGADIPURAM.P.O, 679321 Phone No: 04933225086 Email ID: thssperinthalmanna@ihrd.ac.in","thssperinthalmanna@ihrd.ac.in"
"MARKEZ HSS, ATHAVANAD, KARTHALA, MALAPPURAM, 679571 Phone No: 9544849401 Email ID: mhssathavanad@gmail.com","mhssathavanad@gmail.com"
"ALMANAR HSS, WADIMANAR, RANDATHANI, 676510 Phone No: 8714086054 Email ID: amhss11087@gmail.com","amhss11087@gmail.com"
"MVM HSS, VALAYAMKULAM, KOKKUR, MALAPPURAM, 679591 Phone No: 7593078368 Email ID: mvmrhss19064@gmail.com","mvmrhss19064@gmail.com"
"JM HSS, PARNEKKADU, THIRUR, 676101 Phone No: 7736775222 Email ID: jmhss19080@gmail.com","jmhss19080@gmail.com"
"DARUL HIDAYA HSS, EDAPPAL, MALAPPURAM, 679576 Phone No: 04942685267 Email ID: darulhidaya7@gmail.com","darulhidaya7@gmail.com"
"THANGAL'S HSS, VADAKKANGARA.P.O, MANKADA(VIA), MALAPPURAM, 679324 Phone No: 04933281651 Email ID: thssvadakkangara@gmail.com","thssvadakkangara@gmail.com"
"PES HSS, PARAPPANADU, 676319 Phone No: 04942410571 Email ID: www.kovilakamhss@gmail.com","www.kovilakamhss@gmail.com"
"PRESENTATION HSS PERINTHALMANNA, 679322 Phone No: 9633601369 Email ID: presenthss@gmail.com","presenthss@gmail.com"
"S.O HSS, ARECODE, 673639 Phone No: 04832853708 Email ID: sohsard@yahoo.com","sohsard@yahoo.com"
"GOVT. HSS, CHERIYAMUNDAM, MALAPPURAM Phone No: 04942589675 Email ID: ghsscherry@gmail.com","ghsscherry@gmail.com"
"GOVT. HSS, MALAPPURAM Phone No: 04832731542 Email ID: principalgbhssmpm@gmail.com","principalgbhssmpm@gmail.com"
"GOVT. HSS, IRUMBUZHI, MALAPPURAM Phone No: 04832730734 Email ID: ghssirumbuzhy@gmail.com","ghssirumbuzhy@gmail.com"
"GOVT. HSS, PATTIKKAD, MALAPPURAM Phone No: 04933235723 Email ID: ghsspatikad@gmail.com","ghsspatikad@gmail.com"
"GOVT. GIRLS HSS, PERINTHALMANNA, MALAPPURAM Phone No: 04933226800 Email ID: gghsspmna@gmail.com","gghsspmna@gmail.com"
"GOVT. HSS, NIRAMARUTHOOR, MALAPPURAM Phone No: 04942420017 Email ID: ghss11125@gmail.com","ghss11125@gmail.com"
"GOVT. HSS, CHETTIYANKINAR, MALAPPURAM Phone No: 04942489128 Email ID: ghsschettiyankiner@gmail.com","ghsschettiyankiner@gmail.com"
"GOVT. HSS, KADUNGAPURAM, PUZHAKKATTIRI, MALAPPURAM Phone No: 04933256126 Email ID: ghsskadungapuram@gmail.com","ghsskadungapuram@gmail.com"
"GOVT. SEETHI HAJI MEMORIAL HSS, EDAVANNA, MALAPPURAM Phone No: 04832704200 Email ID: gshmhss.edvmpm@gmail.com","gshmhss.edvmpm@gmail.com"
"GOVT. HSS, VELIAMCODE, MALAPPURAM Phone No: 04942672783 Email ID: principal11129@gmail.com","principal11129@gmail.com"
"GOVT. VHSS, OMANNOOR, CHEEKODE, MALAPPURAM Phone No: 04832725650 Email ID: gvhss11130omanur@gmail.com","gvhss11130omanur@gmail.com"
"GOVT. VHSS, KIZHUPARAMBA, MALAPPURAM Phone No: 04832858983 Email ID: ghss11131@gmail.com","ghss11131@gmail.com"
"GOVT. VHSS, KONDOTTY, MALAPPURAM Phone No: 04832712247 Email ID: gvhsskondottymlp@gmail.com","gvhsskondottymlp@gmail.com"
"GOVT. VHSS, PULLANNOOR, VALLUVAMBRAM, MALAPPURAM Phone No: 04832773825 Email ID: gvhsspullanur@gmail.com","gvhsspullanur@gmail.com"
"GOVT. HSS, PERUVALLUR, MALAPPURAM Phone No: 0494-2435999 Email ID: ghssperuvallur@gmail.com","ghssperuvallur@gmail.com"
"GOVT. HSS, PURATHOOR, MALAPPURAM Phone No: 9745803532 Email ID: ghsspurathoor@gmail.com","ghsspurathoor@gmail.com"
"GOVT. HSS, EZHUR, MALAPPURAM Phone No: 04942425151 Email ID: govthssezhur@gmail.com","govthssezhur@gmail.com"
"GOVT. HSS, EDAKKARA, NILAMBOOR, MALAPPURAM Phone No: 04931275395 Email ID: ghssedakkara@yahoo.in","ghssedakkara@yahoo.in"
"GOVT. HSS, ALIPARAMBA, PERINTHALMANNA, MALAPPURAM Phone No: 9495228488 Email ID: ghssaliparambamlp11138@gmail.com","ghssaliparambamlp11138@gmail.com"
"GOVT. HSS, KAVANUR, ELAYOOR, MALAPPURAM Phone No: 04832796850 Email ID: ghsskavanur@gmail.com","ghsskavanur@gmail.com"
"GHSS, NELLIKUTH, MANJERI, MALAPPURAM Phone No: 8547203922 Email ID: principal11140@gmail.com","principal11140@gmail.com"
"GOVT. VHSS, ARIMBRA, MALAPPURAM Phone No: 04832771360 Email ID: principalghssarimbra@gmail.com","principalghssarimbra@gmail.com"
"GOVT. GIRLS HSS, B.P.ANGADI, MALAPPURAM Phone No: 04942430240 Email ID: girlshighersecondarytirur@gmail.com","girlshighersecondarytirur@gmail.com"
"GVHSS, PARAVANNA, MALAPPURAM Phone No: 04942632005 Email ID: paravanna.gvhss@gmail.com","paravanna.gvhss@gmail.com"
"GOVT. HSS, THADATHILPARAMBA, AROOR, OLAVATTUR (P O) MALAPPURAM ;673638 Phone No: 04832833225 Email ID: ghssthadathil@gmail.com","ghssthadathil@gmail.com"
"GOVT. GIRLS HSS, WANDOOR, MALAPPURAM Phone No: 04931245753 Email ID: gghsswdr@gmail.com","gghsswdr@gmail.com"
"GOVT. HSS, PORUR, MALAPPURAM Phone No: 04931248150 Email ID: ghssporurmlpm@gmail.com","ghssporurmlpm@gmail.com"
"GOVT. HSS, TUVVUR, MALAPPURAM Phone No: 04931284117 Email ID: principalghsstuvvur@gmail.com","principalghsstuvvur@gmail.com"
"GOVT. HSS, PALAPPETTY, MALAPPURAM Phone No: 04942678543 Email ID: ghssplty11148@gmail.com","ghssplty11148@gmail.com"
"GOVT. HSS, MANKADA, PALLIPPURAM, MALAPPURAM Phone No: 04933241700 Email ID: mankadapallippuramghss@gmail.com","mankadapallippuramghss@gmail.com"
"GOVT. VHSS,KALPAKANCHERRY, MALAPPURAM Phone No: 04942543112 Email ID: hssgvhssklpy@gmail.com","hssgvhssklpy@gmail.com"
"GOVT. HSS, ERANHIMANGAD, MALAPPURAM Phone No: 04931206528 Email ID: principal.ghsseran@gmail.com","principal.ghsseran@gmail.com"
"GOVT. HSS, IRIMBILIYAM, MALAPPURAM Phone No: 04942620635 Email ID: principal11152@gmail.com","principal11152@gmail.com"
"GOVT. VHSS, MAMPAD, MALAPPURAM Phone No: 04931200080 Email ID: ghss_11153_mampad@yahoo.com","ghss_11153_mampad@yahoo.com"
"GOVT. HSS, MATTUMMAL, ATHAVANAD, MALAPPURAM Phone No: 04942572002 Email ID: ghss.athavanad@gmail.com","ghss.athavanad@gmail.com"
"GOVT. VHSS, VENGARA, MALAPPURAM Phone No: 04942450525 Email ID: gbhssvengara@gmail.com","gbhssvengara@gmail.com"
"GOVT. MODEL VOCATIONAL HIGHER SECONDARY SCHOOL, VENGARA TOWN, MALAPPURAM Phone No: 04942451977 Email ID: gghssv11156@gmail.com","gghssv11156@gmail.com"
"GOVT. HSS, VANIYAMBALAM, MALAPPURAM Phone No: 04931235470 Email ID: ghssvaniyambalam@gmail.com","ghssvaniyambalam@gmail.com"
"GOVT. HSS, KARAKUNNU, MALAPPURAM Phone No: 04832841347 Email ID: principal11158@gmail.com","principal11158@gmail.com"
"GOVT. VHSS, MAKKARAPARAMBA, MALAPPURAM Phone No: 04933287378 Email ID: principalmkba@gmail.com","principalmkba@gmail.com"
"GOVT. HSS, PUTHUPARAMBA, MALAPPURAM Phone No: 04832751598 Email ID: principalputhu@gmail.com","principalputhu@gmail.com"
"GOVT. HSS, CHELARI, MALAPPURAM Phone No: 0494-2404742 Email ID: ghsschelari11161@gmail.com","ghsschelari11161@gmail.com"
"GOVT. HSS, PERASSANNOOR, MALAPPURAM Phone No: 0494-2607994 Email ID: ghss11162@gmail.com","ghss11162@gmail.com"
"GOVT. REGIONAL FISHERIES TECHNICAL VHSS, THANUR, M Phone No: 0494-2443133 Email ID: grfthsstanur@gmail.com","grfthsstanur@gmail.com"
"GOVT. HSS, THRIKKAV, PONNANI, MALAPPURAM Phone No: 04942665560 Email ID: ghsstkv@gmail.com","ghsstkv@gmail.com"
"KELAPPAN MEMORIAL GOVT. VHSS, THAVANNOOR, MALAPPUR Phone No: 0494-2687310 Email ID: kmghsstavanur@gmail.com","kmghsstavanur@gmail.com"
"MES HSS, IRIMBILIYAM, MALAPPURAM Phone No: 04942640755 Email ID: 11166meshss@gmail.com","11166meshss@gmail.com"
"N E C T HSS, KARIYANKALLU, KARIPPUR.P.O, MALAPPURAM, 673638 Phone No: 8547494455 Email ID: nectschooll@gmail.com","nectschooll@gmail.com"
"MIC HSS, ATHANIKKAL, VALLUVAMBRAM, MALAPPURAM, 673651 Phone No: 0483-2772204 Email ID: principalmichss@gmail.com","principalmichss@gmail.com"
"MARKAZU SSAKHAFATHIL ISLAMIYYA HSS, KUNDOOR, MALAPPURAM, 676320 Phone No: 9495004037 Email ID: msihss11174@gmail.com","msihss11174@gmail.com"
"GARDEN VALLEY EM HSS, KUTTIPPALA, MALAPPURAM, 676501 Phone No: 04942495368 Email ID: gardenvalleyemhss@gmail.com","gardenvalleyemhss@gmail.com"
"MAMBAUL HUDA HSS KUZHICHENA, P.O.KANNATTIPADI, 676304 Phone No: 9846674550 Email ID: mambaulhudhahss@gmail.com","mambaulhudhahss@gmail.com"
"AL-IHSAN ENGLISH HSS VENGARA,O.K.MURI.P.O, 676515 Phone No: 0494-2450470 Email ID: alihsanhss@gmail.com","alihsanhss@gmail.com"
"IDEAL ENGLISH HSS KADAKASSERY,AYANKALAM.PO.MALAPPU, 679594 Phone No: 04942686675 Email ID: idealprincipalhss@gmail.com","idealprincipalhss@gmail.com"
"WOMEN'S ISLAMIYA COLLEGE HSS, ERIYAD, WANDOOR, MAL, 679328 Phone No: 8111945246 Email ID: hsswic@gmail.com","hsswic@gmail.com"
"MALABAR ENGLISH HSS, PARAPPUR, KOTTAKKAL, MALAPPURAM, 676501 Phone No: 9526098080 Email ID: principalmehss@gmail.com","principalmehss@gmail.com"
"NATIONAL PUBLIC HSS, KILINAKODE, CHERUR, MALAPPURAM, 676515 Phone No: 04942450339 Email ID: nphsscherur@gmail.com","nphsscherur@gmail.com"
"JAMIYA ISLAMIA HSS, MANJERI, MALAPPURAM,  676127 Phone No: 04832840742 Email ID: jamiaislamiyahss@gmail.com","jamiaislamiyahss@gmail.com"
"EDAVANNA JAMIA HSS, EDAVANNA, MALAPPURAM    , NEC Phone No: 9074551088 Email ID: ejhss2012@gmail.com","ejhss2012@gmail.com"
"HI ORPHANAGE HSS, OLAVATTUR, MALAPPURAM, 673638 Phone No: 04832103381 Email ID: hiohss@gmail.com","hiohss@gmail.com"
"Ramanattukara Higher Secondary School,  Ramanattukara. Phone No: 04832791969 Email ID: rhssramanattukara@gmail.com","rhssramanattukara@gmail.com"
"VVM Higher Secondary School, Marakkara, Marakkara.P.O, Kadampuzha Phone No: 04942615254 Email ID: vvmmarakkara@gmail.com","vvmmarakkara@gmail.com"
"PMSAM Higher Secondary School, Chemmankadavu, Kodur Phone No: 048327800001 Email ID: pmsamhss@gmail.com","pmsamhss@gmail.com"
"Chekkutty Haji Memorial  Higher Secondary School, Pookolothur Phone No: 04832820373 Email ID: chmhsspkr@gmail.com","chmhsspkr@gmail.com"
"National Higher Secondary School, Kolathur, Kolathur. P. O, Malappuram - 679 338 Phone No: 04933204250 Email ID: nhssklr@gmail.com","nhssklr@gmail.com"
"Cresent Higher Secondary School, Adakkakundu Phone No: 9526997237 Email ID: chss11215@gmail.com","chss11215@gmail.com"
"Mannam Smaraka NSS Higher Secondary School, Chakkalakkuth Phone No: 04931221716 Email ID: msnsshss@gmail.com","msnsshss@gmail.com"
"MPM Higher Secondary School, Chungathara Phone No: 04931232675 Email ID: mpmhse@gmail.com","mpmhse@gmail.com"
"KM Higher Secondary School, Karulai Phone No: 04931271949 Email ID: kmhss.karulai@gmail.com","kmhss.karulai@gmail.com"
"ASM Higher Secondary School, Velliyanchery, Vellliyanchery PO, Malappuram Phone No: 9048504331 Email ID: asmhss@gmail.com","asmhss@gmail.com"
"CPPHM Higher Secondary School, Vellachal, Ozhur Phone No: 04942580055 Email ID: cpphmhss@gmail.com","cpphmhss@gmail.com"
"Kunhimon Haji Memorial  Higher Secondary School,  Alathiyur Phone No: 04942564177 Email ID: khmhssalathiyur2010@gmail.com","khmhssalathiyur2010@gmail.com"
"Abdurahiman Nagar Higher Secondary School, Chendappuraya,  Abdurahiman Nagar.P.O, Malappuram Phone No: 04942492440 Email ID: abdurahimannagarhss@gmail.com","abdurahimannagarhss@gmail.com"
"Kunhahammad Haji Memorial Higher Secondary School, Valakulam Phone No: 04942489033 Email ID: khmhssvalakulam1@gmail.com","khmhssvalakulam1@gmail.com"
"Moonniyur Higher Secondary School Phone No: 04942460665 Email ID: moonniyurhss@gmail.com","moonniyurhss@gmail.com"
"IU Higher Secondary School, Parappur, Kottakkal, Malappuram Phone No: 04832748580 Email ID: iuhssp@gmail.com","iuhssp@gmail.com"
"RM Higher Secondary School, Melattur, P. O, 679 326 Phone No: 04933278739 Email ID: rmhssmelatur@gmail.com","rmhssmelatur@gmail.com"
"Narokkavu Higher Secondary School, Narokkavu Phone No: 04931287015 Email ID: narokkavuhss@gmail.com","narokkavuhss@gmail.com"
"Islahiya Oriental Higher Secondary School, Edavanna Phone No: 04832701008 Email ID: iohssedvna@gmail.com","iohssedvna@gmail.com"
"BEM Higher Secondary School, Parappanangadi Phone No: 04942410301 Email ID: bempngd12@gmail.com","bempngd12@gmail.com"
"PMSA Higher Secondary School, Elankur Phone No: 04832707030 Email ID: pmsahsselankur2012@gmail.com","pmsahsselankur2012@gmail.com"
"Tharakan Higher Secondary School, Angadipuram Phone No: 04933-258008 Email ID: tharakanhss@gmail.com","tharakanhss@gmail.com"
"Darul Uloom Higher Secondary School, Panakkad Phone No: 04832836767 Email ID: duhss11232@gmail.com","duhss11232@gmail.com"
"A.V Higher Secondary School, Ponnani Phone No: 04942665006 Email ID: avhssponani@gmail.com","avhssponani@gmail.com"
"SMM Higher Secondary School, Rayirimangalam Phone No: 04942440446 Email ID: smmhsstanur@gmail.com","smmhsstanur@gmail.com"
"Govt. Higher Secondary School, Muthuvallur Phone No: 04832714428 Email ID: ghssmuthuvalloor@gmail.com","ghssmuthuvalloor@gmail.com"
"AKM HSS, Kottoor,Malappuram Phone No: 04832744381 Email ID: akmhsskottoor1979@gmail.com","akmhsskottoor1979@gmail.com"
"PMSA VHSS, CHAPPANANGADI,MALAPPURAM Phone No: 04832708666 Email ID: pmsahssvhss@gmail.com","pmsahssvhss@gmail.com"
"Govt.HSS Ponmundam North Phone No: 04942588383 Email ID: ghsspnm@gmail.com","ghsspnm@gmail.com"
"Govt. HSS Chullikode, KUZHIMANNA , MALAPPURAM Phone No: 04832757030 Email ID: ghsschullikode@gmail.com","ghsschullikode@gmail.com"
"IGMR HSS, Nilambur  Phone No: 04931224194 Email ID: igmmrhss@gmail.com","igmmrhss@gmail.com"
"AM HSS, Thirukad Phone No: 04933236554 Email ID: amhsstkd@gmail.com","amhsstkd@gmail.com"
"Sullamussalam Oriental HSS, Areekode Phone No: 04832853708 Email ID: sullamussalamhss@gmail.com","sullamussalamhss@gmail.com"
"KKM HSS, Cheekode Phone No: 8086192695 Email ID: kkmhss11243@gmail.com","kkmhss11243@gmail.com"
"AHSS Parel Mampattumoola Phone No: 9495487933 Email ID: ahssparel@gmail.com","ahssparel@gmail.com"
"CH Muhammed Koya MemmorialHSS Kavanur Phone No: 04832942445 Email ID: chmkmhsskavanur@gmail.com","chmkmhsskavanur@gmail.com"
"Thachinganadam HSS  Phone No: 04832783722 Email ID: thachinganadamhss@gmail.com","thachinganadamhss@gmail.com"
"TSS Vadakkangara Phone No: 04933281116 Email ID: thssvdk@Gmail.com","thssvdk@Gmail.com"
"MMET HSS Melmuri Phone No: 04832731317 Email ID: mmethss123@gmail.com","mmethss123@gmail.com"
"AMHSS Vengoor Phone No: 9142108260 Email ID: amhssvengoor@gmail.com","amhssvengoor@gmail.com"
"Crescent HSS Ozhukur Phone No: 04832755322 Email ID: crescenthssozr@gmail.com","crescenthssozr@gmail.com"
"Markazul Uloom HSS , Oorakam,Malappuram Phone No: 04942455296 Email ID: muhssoorakam@gmail.com","muhssoorakam@gmail.com"
"Vandheri HSS Punnayurkulam Phone No: 9207582526 Email ID: vanneryhss@gmail.com","vanneryhss@gmail.com"
"Girls  HSS, Ponnani  Phone No: 04942666723 Email ID: pghss2014@gmail.com","pghss2014@gmail.com"
"HIO HSS, Olavattur Phone No: 9746118170 Email ID: hiohssovr@gmail.com","hiohssovr@gmail.com"
"Cherural HSS Kurumbathur Phone No: 9526721652 Email ID: cheruralhss@gmail.com","cheruralhss@gmail.com"
"CKHSS Manimooly Phone No: 04931276830 Email ID: ckhssmanimooly@gmail.com","ckhssmanimooly@gmail.com"
"VALANCHERY GIRLS HIGHER SECONDARY SCHOOL , MALAPPURAM Phone No: 04942640666 Email ID: girlshssvalanchery@gmail.com","girlshssvalanchery@gmail.com"
"Majma U Higher Secondary School, Therattummal Phone No: 9539637339 Email ID: 11302mhss@gmail.com","11302mhss@gmail.com"
"Ummul Qura Higher Secondary School, Mongam. P.O Phone No: 0483-2773542 Email ID: ummulqurahssmongam@gmail.com","ummulqurahssmongam@gmail.com"
"Madin Higher Secondary School, Swalath Nagar, Melmuri Phone No: 04832971442 Email ID: hss@madin.edu.in","hss@madin.edu.in"
"Al-Irshad Public School, Trippanachi Phone No: 0483-2776084 Email ID: alirshadtrippanachi@gmail.com","alirshadtrippanachi@gmail.com"
"ASSISI SCHOOL FOR THE DEAF, MALAPARAMBU, PALACHODE P O MALAPPURAM Phone No: 9847699075 Email ID: assisischool@gmail.com","assisischool@gmail.com"
"KARUNYA BHAVAN HIGHER SECONDARY SCHOOL FOR THE DEAF , VAZHAKKAD , MALAPPURAM Phone No: 9446768542 Email ID: karunnyabhavan@gmail.com","karunnyabhavan@gmail.com"
"GOVT. GANAPATH GIRLS HSS,CHALAPPURAM,KOZHIKKODE Phone No: 04952306948 Email ID: chalappuramggghss@gmail.com","chalappuramggghss@gmail.com"
"GOVT HSS, EAST HILL, KOZHIKKODE Phone No: 0495-2380382 Email ID: ghss.easthill@yahoo.in","ghss.easthill@yahoo.in"
"GOVT HSS, KODUVALLY, KOZHIKKODE Phone No: 04952214999 Email ID: ghsskoduvally@yahoo.com","ghsskoduvally@yahoo.com"
"GOVT HSS,KOKKALLUR,KOZHIKKODE Phone No: 04962705337 Email ID: kokkallurghss@gmail.com","kokkallurghss@gmail.com"
"GOVT GIRLS HSS, KOYILANDY, KOZHIKKODE Phone No: 04962621514 Email ID: gghsskoyilandy@gmail.com","gghsskoyilandy@gmail.com"
"GOVT MODEL HSS,KOZHIKKODE,KOZHIKKODE Phone No: 0495-2385850 Email ID: govtmodelhss10006@gmail.com","govtmodelhss10006@gmail.com"
"GOVT HSS, KUTTIADY, KOZHIKKODE Phone No: 04962598634 Email ID: ghssktdy@gmail.com","ghssktdy@gmail.com"
"GOVT VHSS, MADAPPALLY, KOZHIKKODE Phone No: 04962521240 Email ID: gvhssmadappally@gmail.com","gvhssmadappally@gmail.com"
"GOVT HSS, MAVOOR, KOZHIKKODE, KANNIPARAMBA P.O. Phone No: 04952884855 Email ID: govthssmavoor@gmail.com","govthssmavoor@gmail.com"
"GOVT VHSS,MEPPAYUR,KOZHIKKODE Phone No: 04962998983 Email ID: 10010gvhssm@gmail.com","10010gvhssm@gmail.com"
"GOVT HSS, KAYANNA, MATTAMODE P.O. , KOZHIKKODE Phone No: 04962659277 Email ID: principalkayanna10011@gmail.com","principalkayanna10011@gmail.com"
"GOVT JNM HSS,PUTHUPPANAM,KOZHIKKODE Phone No: 04962515234 Email ID: govtjnmhss@gmail.com","govtjnmhss@gmail.com"
"GOVT SANSKRIT HSS, MEPPAYIL, VADAKARA Phone No: 04962529187 Email ID: sanskrits28@gmail.com","sanskrits28@gmail.com"
"GOVT HSS,VALAYAM,KOZHIKKODE Phone No: 04962461017 Email ID: ghssvalayam10014@gmail.com","ghssvalayam10014@gmail.com"
"GOVT  HSS, VADAKARA, PUTHUR PO, NUT STREET, KOZHIKKODE Phone No: 0496-2517250 Email ID: ghssvatakara1@yahoo.co.in","ghssvatakara1@yahoo.co.in"
"GOVT HSS, AZHIYOOR, KOZHIKKODE Phone No: 04962210630 Email ID: ghssazhiyur2010@gmail.com","ghssazhiyur2010@gmail.com"
"GOVT. MOPLA HSS,KOYILANDY,KOZHIKKODE Phone No: 0496-2621733 Email ID: gmhsskoyilandi@gmail.com","gmhsskoyilandi@gmail.com"
"GOVT HSS,POONUR,KOZHIKKODE Phone No: 04962647315 Email ID: ghsspoonoorclt@gmail.com","ghsspoonoorclt@gmail.com"
"GOVT HSS. MEDICAL COLLEGE CAMPUS, CHEVAYOOR.P.O, CLT 17, KOZHIKODE Phone No: 04952352900 Email ID: ghssmcc@gmail.com","ghssmcc@gmail.com"
"GOVT HSS,BEYPORE,KOZHIKKODE Phone No: 04952416010 Email ID: ghssbeypore32@gmail.com","ghssbeypore32@gmail.com"
"REC GOVT HSS,CHATHAMANGALAM,KOZHIKKODE Phone No: 04952288240 Email ID: recghsskkd@gmail.com","recghsskkd@gmail.com"
"GOVT HSS,KUTTIKKATTUR,KOZHIKKODE Phone No: 04952355771 Email ID: ghsskktr@gmail.com","ghsskktr@gmail.com"
"GOVT VHSS,PAYYOLI,KOZHIKKODE Phone No: 04962605156 Email ID: gvhsspayyoli10023@gmail.com","gvhsspayyoli10023@gmail.com"
"GOVT HSS,KALLACHI,KOZHIKKODE Phone No: 04962556456 Email ID: principal10024@gmail.com","principal10024@gmail.com"
"GOVT GIRLS HSS, NADAKKAVU, KOZHIKKODE Phone No: 04952367666 Email ID: ghssnadakkaveprincipal@gmail.com","ghssnadakkaveprincipal@gmail.com"
"GOVT GHSS,BALUSSERY,KOZHIKKODE Phone No: 04962640130 Email ID: principalgghssbalussery@gmail.com","principalgghssbalussery@gmail.com"
"GOVT HSS,KOLATHUR,KOZHIKKODE Phone No: 9745920915 Email ID: ghsskltr@gmail.com","ghsskltr@gmail.com"
"GOVT HSS, CHORODE, KOZHIKKODE, KURIKKILAD P.O. Phone No: 04962525167 Email ID: hitcchorod9@gmail.com","hitcchorod9@gmail.com"
"KKM GOVT HSS,  ORKATTERI, ERAMALA PO, KOZHIKKODE Phone No: 04962209101 Email ID: kkmghss@gmail.com","kkmghss@gmail.com"
"GOVT HSS, VELLIYODE, KODIYURA , KOZHIKKODE Phone No: 04962562928 Email ID: velliyodeprincipal10030@gmail.com","velliyodeprincipal10030@gmail.com"
"PAVANDOOR HSS, PAVANDOOR,KOZHIKKODE Phone No: 8547135295 Email ID: principalphsskkd@gmail.com","principalphsskkd@gmail.com"
"PERAMBRA HSS,PERAMBRA,KOZHIKKODE Phone No: 04962616220 Email ID: pbahss@gmail.com","pbahss@gmail.com"
"TIM GIRLS HSS, NADAPURAM, KOZHIKKODE Phone No: 04962550970 Email ID: timnadapuram@gmail.com","timnadapuram@gmail.com"
"RAC HSS, KATAMERI, KOZHIKKODE Phone No: 04962552311 Email ID: rachss_katameri@yahoo.co.in","rachss_katameri@yahoo.co.in"
"NADUVANNUR HSS,VAKAYAD,KOZHIKKODE Phone No: 0496-2080265 Email ID: principalnhss@gmail.com","principalnhss@gmail.com"
"NANMINDA HSS,NANMINDA,KOZHIKKODE Phone No: 04952857870 Email ID: hssnanminda@gmail.com","hssnanminda@gmail.com"
"RAHMANIA HSS FOR HANDICAPPED, MEDICAL COLLEGE, CALICUT Phone No: 04952355620 Email ID: principaley19@gmail.com","principaley19@gmail.com"
"MARKAZ HSS,KARANTHOOR,KOZHIKKODE Phone No: 04952802060 Email ID: markezhss@gmail.com","markezhss@gmail.com"
"ST SEBASTIAN S HSS,KOODARANJI,KOZHIKKODE Phone No: 4952255812 Email ID: stsebastiankoodaranhi@gmail.com","stsebastiankoodaranhi@gmail.com"
"BEM GIRLS HSS,BANK ROAD, KOZHIKKODE Phone No: 04952725716 Email ID: bemclt@yahoo.co.in","bemclt@yahoo.co.in"
"NOCHAD HSS,NOCHAD,KOZHIKKODE Phone No: 9446160835 Email ID: hssnochad@gmail.com","hssnochad@gmail.com"
